Genus	Local	pFDA
Undibacterium	0.000398870171747798	0
Massilia	0.000199435085873899	0.000347402578733404
Janthinobacterium	0.000142453632767071	0.000203649787533375
Herbaspirillum	0.000132956723915933	0.000371361377266742
Collimonas	3.79876354045522e-05	0.00013177339193336
Noviherbaspirillum	2.84907265534141e-05	0
Herminiimonas	1.89938177022761e-05	2.39587985333382e-05
Variovorax	0.000265913447831865	0.00039532017580008
Acidovorax	0.000161447450469347	0.000347402578733404
Hydrogenophaga	8.54721796602424e-05	0.00013177339193336
Comamonas	7.59752708091043e-05	0.000155732190466698
Delftia	5.69814531068283e-05	0.000167711589733367
Rhodoferax	4.74845442556902e-05	4.79175970666764e-05
Ramlibacter	2.84907265534141e-05	0.000215629186800044
Melaminivora	1.89938177022761e-05	5.98969963333455e-05
CandidatusSymbiobacter	1.89938177022761e-05	5.98969963333455e-05
Limnohabitans	1.89938177022761e-05	5.98969963333455e-05
Verminephrobacter	1.89938177022761e-05	8.38557948666837e-05
Ottowia	1.89938177022761e-05	8.38557948666837e-05
Polaromonas	1.89938177022761e-05	9.58351941333528e-05
Serpentinomonas	9.49690885113804e-06	0
Curvibacter	9.49690885113804e-06	4.79175970666764e-05
Simplicispira	9.49690885113804e-06	2.39587985333382e-05
Alicycliphilus	9.49690885113804e-06	4.79175970666764e-05
Achromobacter	0.000256416538980727	0.000479175970666764
Bordetella	0.000189938177022761	0.000634908161133462
Alcaligenes	4.74845442556902e-05	7.18763956000146e-05
Pelistega	2.84907265534141e-05	0
Pigmentiphaga	2.84907265534141e-05	0
Castellaniella	1.89938177022761e-05	7.18763956000146e-05
Paenalcaligenes	9.49690885113804e-06	0
Basilea	9.49690885113804e-06	1.19793992666691e-05
Methylibium	9.49690885113804e-05	1.19793992666691e-05
Paucibacter	6.64783619579663e-05	0.000119793992666691
Mitsuaria	5.69814531068283e-05	2.39587985333382e-05
Leptothrix	3.79876354045522e-05	8.38557948666837e-05
Rubrivivax	3.79876354045522e-05	7.18763956000146e-05
Sphaerotilus	2.84907265534141e-05	0
Inhella	2.84907265534141e-05	0
Thiomonas	9.49690885113804e-06	0.000191670388266706
Aquabacterium	9.49690885113804e-06	4.79175970666764e-05
Roseateles	9.49690885113804e-06	0.000107814593400022
Neisseria	0.000417863989450074	0.00309068501080063
Snodgrassella	3.79876354045522e-05	0
Chitinolyticbacter	1.89938177022761e-05	0
Vitreoscilla	9.49690885113804e-06	5.98969963333455e-05
Kingella	9.49690885113804e-06	2.39587985333382e-05
Chromobacterium	4.74845442556902e-05	0.000179690989000036
Iodobacter	9.49690885113804e-06	0
Aquaspirillum	3.79876354045522e-05	5.98969963333455e-05
Aquitalea	2.84907265534141e-05	2.39587985333382e-05
Microvirgula	1.89938177022761e-05	1.19793992666691e-05
Nitrosomonas	0.000199435085873899	0.000299484981666727
Nitrosospira	9.49690885113804e-06	3.59381978000073e-05
CandidatusMethylopumilus	5.69814531068283e-05	0
Methylophilus	1.89938177022761e-05	0
Methylobacillus	9.49690885113804e-06	2.39587985333382e-05
Denitratisoma	2.84907265534141e-05	0
Methyloversatilis	9.49690885113804e-06	5.98969963333455e-05
Sulfuritalea	9.49690885113804e-06	3.59381978000073e-05
Sulfuriferula	1.89938177022761e-05	0
Sulfuricella	9.49690885113804e-06	7.18763956000146e-05
Thiobacillus	9.49690885113804e-06	1.19793992666691e-05
Azoarcus	9.49690885113804e-05	0.000119793992666691
Thauera	3.79876354045522e-05	0.000239587985333382
Azospira	1.89938177022761e-05	4.79175970666764e-05
Aromatoleum	1.89938177022761e-05	4.79175970666764e-05
CandidatusKinetoplastibacterium	5.69814531068283e-05	3.59381978000073e-05
CandidatusAccumulibacter	1.89938177022761e-05	5.98969963333455e-05
Casimicrobium	9.49690885113804e-06	0
Klebsiella	2.1525788571078	0.000622928761866793
Salmonella	0.00419763371220302	0.000455217172133426
Escherichia	0.00034188871864097	0.00349798458586738
Enterobacter	0.000218428903576175	0.00773869192626823
Citrobacter	0.000180441268171623	0.000539072967000109
Buttiauxella	0.000170944359320485	0
Cedecea	0.000104465997362518	8.38557948666837e-05
CandidatusHamiltonella	5.69814531068283e-05	2.39587985333382e-05
CandidatusBlochmannia	3.79876354045522e-05	9.58351941333528e-05
Leclercia	5.69814531068283e-05	0.000107814593400022
Kosakonia	4.74845442556902e-05	0.000119793992666691
Izhakiella	2.84907265534141e-05	0
Kluyvera	2.84907265534141e-05	1.19793992666691e-05
Raoultella	1.89938177022761e-05	0.000143752791200029
Lelliottia	1.89938177022761e-05	7.18763956000146e-05
Cronobacter	9.49690885113804e-06	0.000107814593400022
Gibbsiella	9.49690885113804e-06	2.39587985333382e-05
Pluralibacter	9.49690885113804e-06	0.00013177339193336
Pantoea	0.00038937326289666	0.000443237772866757
Buchnera	0.000284907265534141	0.000203649787533375
Erwinia	0.000256416538980727	0.000119793992666691
Mixta	8.54721796602424e-05	0
Tatumella	5.69814531068283e-05	3.59381978000073e-05
Serratia	0.000360882536343246	0.000946372542066858
Yersinia	0.000246919630129589	0.000287505582400058
Rahnella	3.79876354045522e-05	8.38557948666837e-05
Chania	3.79876354045522e-05	5.98969963333455e-05
CandidatusFukatsuia	2.84907265534141e-05	0
Rouxiella	9.49690885113804e-06	0
Nissabacter	9.49690885113804e-06	0
Providencia	0.000208931994725037	0.000335423179466735
Proteus	0.000180441268171623	0.000155732190466698
Xenorhabdus	0.000132956723915933	0.000191670388266706
Photorhabdus	7.59752708091043e-05	0.000167711589733367
Morganella	2.84907265534141e-05	3.59381978000073e-05
Arsenophonus	1.89938177022761e-05	0
Dickeya	0.000170944359320485	0.000407299575066749
Pectobacterium	0.000104465997362518	0.000251567384600051
Sodalis	4.74845442556902e-05	0.000119793992666691
Brenneria	9.49690885113804e-06	9.58351941333528e-05
Lonsdalea	9.49690885113804e-06	2.39587985333382e-05
Edwardsiella	0.000113962906213657	0.000155732190466698
Obesumbacterium	2.84907265534141e-05	0
Hafnia	1.89938177022761e-05	4.79175970666764e-05
Plesiomonas	9.49690885113804e-06	1.19793992666691e-05
Pseudomonas	0.0138844807403638	0.00941580782360191
Azotobacter	9.49690885113804e-06	7.18763956000146e-05
Permianibacter	9.49690885113804e-06	0
Acinetobacter	0.00264963756946751	0.00409695454920083
Moraxella	0.00111113833558315	0.00158128070320032
Psychrobacter	0.000113962906213657	0.000275526183133389
Xanthomonas	0.0114817628010259	0.171041862729501
Stenotrophomonas	0.000360882536343246	0.000874496146466844
Lysobacter	0.000104465997362518	0.000215629186800044
Xylella	2.84907265534141e-05	4.79175970666764e-05
Pseudoxanthomonas	2.84907265534141e-05	9.58351941333528e-05
Luteimonas	9.49690885113804e-06	8.38557948666837e-05
Pseudolysobacter	9.49690885113804e-06	0
Dyella	7.59752708091043e-05	0.000155732190466698
Rhodanobacter	3.79876354045522e-05	2.39587985333382e-05
Luteibacter	9.49690885113804e-06	4.79175970666764e-05
Marinobacter	0.000227925812427313	0.000323443780200066
Alteromonas	0.000199435085873899	0.000299484981666727
Glaciecola	5.69814531068283e-05	8.38557948666837e-05
Salinimonas	5.69814531068283e-05	9.58351941333528e-05
Catenovulum	4.74845442556902e-05	3.59381978000073e-05
Paraglaciecola	4.74845442556902e-05	3.59381978000073e-05
Hydrocarboniclastica	4.74845442556902e-05	0
Agarivorans	9.49690885113804e-06	0
Pseudoalteromonas	0.000636292893026249	0.00103022833693354
Shewanella	0.000598305257621697	0.000742722754533484
Parashewanella	2.84907265534141e-05	0
Colwellia	0.000180441268171623	0.000119793992666691
Thalassotalea	4.74845442556902e-05	2.39587985333382e-05
Litorilituus	9.49690885113804e-06	0
Moritella	8.54721796602424e-05	7.18763956000146e-05
Idiomarina	3.79876354045522e-05	4.79175970666764e-05
Psychromonas	2.84907265534141e-05	7.18763956000146e-05
Vibrio	0.000854721796602424	0.00176097169220036
Aliivibrio	0.000104465997362518	0.00013177339193336
Photobacterium	9.49690885113804e-05	0.000179690989000036
Salinivibrio	2.84907265534141e-05	0
Grimontia	1.89938177022761e-05	0
Paraphotobacterium	1.89938177022761e-05	3.59381978000073e-05
Enterovibrio	9.49690885113804e-06	1.19793992666691e-05
Pasteurella	0.00038937326289666	0.000455217172133426
Haemophilus	0.000227925812427313	0.000239587985333382
Actinobacillus	9.49690885113804e-05	9.58351941333528e-05
Mannheimia	4.74845442556902e-05	7.18763956000146e-05
Basfia	2.84907265534141e-05	1.19793992666691e-05
Rodentibacter	2.84907265534141e-05	0
Glaesserella	2.84907265534141e-05	7.18763956000146e-05
Histophilus	1.89938177022761e-05	5.98969963333455e-05
Avibacterium	1.89938177022761e-05	0
Aggregatibacter	1.89938177022761e-05	7.18763956000146e-05
Aeromonas	0.000550820713366006	0.0423711352062086
Tolumonas	9.49690885113804e-06	4.79175970666764e-05
Oceanimonas	9.49690885113804e-06	2.39587985333382e-05
Oceanisphaera	9.49690885113804e-06	1.19793992666691e-05
Succinivibrio	1.89938177022761e-05	0
Halomonas	0.000208931994725037	0.000491155369933433
Cobetia	3.79876354045522e-05	0
Zymobacter	9.49690885113804e-06	3.59381978000073e-05
CandidatusCarsonella	9.49690885113804e-06	0
CandidatusEvansia	9.49690885113804e-06	0
Kushneria	1.89938177022761e-05	1.19793992666691e-05
Pistricoccus	9.49690885113804e-06	0
Marinomonas	9.49690885113804e-05	8.38557948666837e-05
Oleispira	1.89938177022761e-05	5.98969963333455e-05
Marinobacterium	9.49690885113804e-06	1.19793992666691e-05
Neptunomonas	9.49690885113804e-06	0
Nitrincola	9.49690885113804e-06	0
Kangiella	4.74845442556902e-05	5.98969963333455e-05
Gynuella	2.84907265534141e-05	8.38557948666837e-05
Alcanivorax	9.49690885113804e-06	0.000155732190466698
Ketobacter	9.49690885113804e-06	5.98969963333455e-05
Hahella	9.49690885113804e-06	4.79175970666764e-05
Endozoicomonas	9.49690885113804e-06	3.59381978000073e-05
Nitrosococcus	8.54721796602424e-05	5.98969963333455e-05
Thiocystis	3.79876354045522e-05	3.59381978000073e-05
Rheinheimera	3.79876354045522e-05	0
Thiodictyon	2.84907265534141e-05	7.18763956000146e-05
Allochromatium	1.89938177022761e-05	4.79175970666764e-05
Marichromatium	1.89938177022761e-05	1.19793992666691e-05
Thioflavicoccus	1.89938177022761e-05	3.59381978000073e-05
Thioalkalivibrio	3.79876354045522e-05	9.58351941333528e-05
Ectothiorhodospira	1.89938177022761e-05	3.59381978000073e-05
Halorhodospira	9.49690885113804e-06	1.19793992666691e-05
Granulosicoccus	2.84907265534141e-05	0.000107814593400022
Sulfuriflexus	1.89938177022761e-05	0
Halothiobacillus	3.79876354045522e-05	0.000119793992666691
Woeseia	1.89938177022761e-05	0
Wenzhouxiangella	9.49690885113804e-06	1.19793992666691e-05
Legionella	0.000360882536343246	0.000479175970666764
Fluoribacter	3.79876354045522e-05	7.18763956000146e-05
Tatlockia	1.89938177022761e-05	3.59381978000073e-05
Coxiella	9.49690885113804e-06	3.59381978000073e-05
Rickettsiella	9.49690885113804e-06	0
Aquicella	9.49690885113804e-06	0
Francisella	0.000208931994725037	0.000407299575066749
Allofrancisella	2.84907265534141e-05	0
Piscirickettsia	6.64783619579663e-05	7.18763956000146e-05
Hydrogenovibrio	9.49690885113804e-06	2.39587985333382e-05
Cycloclasticus	9.49690885113804e-06	7.18763956000146e-05
Methylophaga	9.49690885113804e-06	2.39587985333382e-05
Agarilytica	8.54721796602424e-05	0.000107814593400022
Cellvibrio	5.69814531068283e-05	4.79175970666764e-05
Saccharophagus	9.49690885113804e-06	4.79175970666764e-05
Kineobactrum	3.79876354045522e-05	0
Congregibacter	9.49690885113804e-06	1.19793992666691e-05
Microbulbifer	4.74845442556902e-05	0.000107814593400022
Zhongshania	1.89938177022761e-05	4.79175970666764e-05
Methylomonas	4.74845442556902e-05	0.00013177339193336
Methylocaldum	4.74845442556902e-05	1.19793992666691e-05
Methylomicrobium	2.84907265534141e-05	2.39587985333382e-05
Methylococcus	9.49690885113804e-06	4.79175970666764e-05
CandidatusMethylospira	9.49690885113804e-06	0
CandidatusRuthia	2.84907265534141e-05	0
CandidatusThioglobus	1.89938177022761e-05	5.98969963333455e-05
Gallaecimonas	1.89938177022761e-05	4.79175970666764e-05
Gilliamella	3.79876354045522e-05	3.59381978000073e-05
Frischella	9.49690885113804e-06	3.59381978000073e-05
Sulfurifustis	1.89938177022761e-05	4.79175970666764e-05
Sulfuricaulis	1.89938177022761e-05	3.59381978000073e-05
Acidiferrobacter	9.49690885113804e-06	3.59381978000073e-05
Cardiobacterium	2.84907265534141e-05	0
Solimonas	1.89938177022761e-05	9.58351941333528e-05
Steroidobacter	9.49690885113804e-06	3.59381978000073e-05
Salinisphaera	9.49690885113804e-06	3.59381978000073e-05
Campylobacter	0.000607802166472835	0.000958351941333528
Arcobacter	0.000569814531068283	0.000119793992666691
Aliiarcobacter	9.49690885113804e-06	0.000143752791200029
Sulfurospirillum	0.000161447450469347	0.000119793992666691
Helicobacter	0.000351385627492108	0.00119793992666691
Sulfurimonas	0.000246919630129589	0.000155732190466698
Nitratifractor	1.89938177022761e-05	2.39587985333382e-05
Caminibacter	1.89938177022761e-05	0
Nitratiruptor	9.49690885113804e-06	0
Sorangium	0.000113962906213657	0.000179690989000036
Chondromyces	8.54721796602424e-05	7.18763956000146e-05
Minicystis	2.84907265534141e-05	0
Sandaracinus	2.84907265534141e-05	2.39587985333382e-05
Labilithrix	2.84907265534141e-05	0
Myxococcus	7.59752708091043e-05	0.000407299575066749
Corallococcus	1.89938177022761e-05	8.38557948666837e-05
Stigmatella	3.79876354045522e-05	0.000119793992666691
Cystobacter	1.89938177022761e-05	0.000107814593400022
Archangium	1.89938177022761e-05	8.38557948666837e-05
Melittangium	9.49690885113804e-06	8.38557948666837e-05
Anaeromyxobacter	3.79876354045522e-05	0.000167711589733367
Vulgatibacter	1.89938177022761e-05	0
Desulfovibrio	0.000189938177022761	0.000347402578733404
Pseudodesulfovibrio	3.79876354045522e-05	8.38557948666837e-05
Desulfocurvibacter	1.89938177022761e-05	0
Desulfomicrobium	6.64783619579663e-05	0.00013177339193336
Desulfohalobium	1.89938177022761e-05	0
Geobacter	0.000151950541618209	0.000431258373600087
Geoalkalibacter	9.49690885113804e-06	3.59381978000073e-05
Desulfuromonas	1.89938177022761e-05	8.38557948666837e-05
Desulfobacter	4.74845442556902e-05	2.39587985333382e-05
Desulfobacula	3.79876354045522e-05	5.98969963333455e-05
Desulfosarcina	2.84907265534141e-05	0
Desulfobacterium	1.89938177022761e-05	2.39587985333382e-05
Desulfobulbus	2.84907265534141e-05	5.98969963333455e-05
Desulfocapsa	9.49690885113804e-06	2.39587985333382e-05
Syntrophobacter	1.89938177022761e-05	1.19793992666691e-05
Desulfoglaeba	9.49690885113804e-06	0
Desulfobacca	9.49690885113804e-06	1.19793992666691e-05
Bradymonas	9.49690885113804e-06	0
Desulfurella	1.89938177022761e-05	0
Halobacteriovorax	8.54721796602424e-05	4.79175970666764e-05
Bacteriovorax	9.49690885113804e-06	7.18763956000146e-05
Bdellovibrio	5.69814531068283e-05	0.000167711589733367
Silvanigrella	9.49690885113804e-06	0
Hydrogenophilus	1.89938177022761e-05	2.39587985333382e-05
Mariprofundus	9.49690885113804e-06	2.39587985333382e-05
Acidithiobacillus	9.49690885113804e-06	9.58351941333528e-05
Staphylococcus	1.35898866278015	24.0413006560877
Macrococcus	2.84907265534141e-05	9.58351941333528e-05
Auricoccus	2.84907265534141e-05	1.19793992666691e-05
Bacillus	0.00305800465006645	0.00451623352353425
Geobacillus	0.000474845442556902	0.000910434344266851
Virgibacillus	0.000379876354045522	0.000155732190466698
Lysinibacillus	0.000256416538980727	0.000311464380933396
Anoxybacillus	0.000104465997362518	0.000107814593400022
Psychrobacillus	8.54721796602424e-05	0
Oceanobacillus	8.54721796602424e-05	0.000167711589733367
Halobacillus	7.59752708091043e-05	0.000119793992666691
Parageobacillus	6.64783619579663e-05	3.59381978000073e-05
Pradoshia	3.79876354045522e-05	0
Salicibibacter	2.84907265534141e-05	0
Paraliobacillus	2.84907265534141e-05	1.19793992666691e-05
Salimicrobium	1.89938177022761e-05	1.19793992666691e-05
Terribacillus	1.89938177022761e-05	3.59381978000073e-05
Aeribacillus	1.89938177022761e-05	1.19793992666691e-05
Pontibacillus	9.49690885113804e-06	0
Fictibacillus	9.49690885113804e-06	7.18763956000146e-05
Gracilibacillus	9.49690885113804e-06	0
Paenibacillus	0.00125359196835022	0.00240785925260049
Cohnella	0.000351385627492108	0
Brevibacillus	0.000142453632767071	0.000275526183133389
Saccharibacillus	3.79876354045522e-05	0
Aneurinibacillus	1.89938177022761e-05	3.59381978000073e-05
Listeria	0.000636292893026249	0.000934393142800189
Planococcus	6.64783619579663e-05	0.00201253907680041
Solibacillus	5.69814531068283e-05	0.000107814593400022
Paenisporosarcina	3.79876354045522e-05	0
Sporosarcina	2.84907265534141e-05	7.18763956000146e-05
Kurthia	1.89938177022761e-05	4.79175970666764e-05
Rummeliibacillus	9.49690885113804e-06	1.19793992666691e-05
Gemella	7.59752708091043e-05	0.000143752791200029
Exiguobacterium	1.89938177022761e-05	0.000179690989000036
Novibacillus	3.79876354045522e-05	4.79175970666764e-05
Laceyella	1.89938177022761e-05	3.59381978000073e-05
Staphylospora	1.89938177022761e-05	0
Kyrpidia	1.89938177022761e-05	5.98969963333455e-05
Alicyclobacillus	9.49690885113804e-06	5.98969963333455e-05
Streptococcus	0.00189938177022761	0.0284510732583391
Lactococcus	0.000142453632767071	0.000275526183133389
Lactobacillus	0.00144353014537298	0.00180888928926703
Pediococcus	6.64783619579663e-05	7.18763956000146e-05
Enterococcus	0.00034188871864097	0.000754702153800153
Tetragenococcus	9.49690885113804e-05	2.39587985333382e-05
Melissococcus	7.59752708091043e-05	7.18763956000146e-05
Vagococcus	4.74845442556902e-05	3.59381978000073e-05
Weissella	0.000123459815064795	0.000107814593400022
Leuconostoc	7.59752708091043e-05	0.000167711589733367
Oenococcus	4.74845442556902e-05	4.79175970666764e-05
Carnobacterium	0.000132956723915933	0.000191670388266706
Jeotgalibaca	4.74845442556902e-05	1.19793992666691e-05
Marinilactibacillus	1.89938177022761e-05	0
Dolosigranulum	9.49690885113804e-06	0
Aerococcus	4.74845442556902e-05	0.000143752791200029
Clostridium	0.00315297373857783	0.00353392278366738
CandidatusArthromitus	7.59752708091043e-05	8.38557948666837e-05
Alkaliphilus	5.69814531068283e-05	9.58351941333528e-05
Caloranaerobacter	4.74845442556902e-05	0
Geosporobacter	3.79876354045522e-05	4.79175970666764e-05
Hathewaya	3.79876354045522e-05	0
Crassaminicella	3.79876354045522e-05	0
Caloramator	1.89938177022761e-05	0
Hungatella	9.49690885113804e-06	0
Butyrivibrio	0.000170944359320485	0.000407299575066749
Blautia	0.000132956723915933	0.000227608586066713
Lachnoclostridium	0.000123459815064795	0.000251567384600051
Cellulosilyticum	0.000104465997362518	3.59381978000073e-05
Roseburia	5.69814531068283e-05	4.79175970666764e-05
Anaerocolumna	5.69814531068283e-05	0
Lachnoanaerobaculum	3.79876354045522e-05	0.000143752791200029
Lachnospira	2.84907265534141e-05	0
Anaerostipes	2.84907265534141e-05	1.19793992666691e-05
Pseudobutyrivibrio	1.89938177022761e-05	0
Anaerobutyricum	9.49690885113804e-06	0
Filifactor	0.000579311439919421	0.00118596052740024
Clostridioides	0.000161447450469347	0.000275526183133389
Acetoanaerobium	8.54721796602424e-05	0.000431258373600087
Paeniclostridium	6.64783619579663e-05	8.38557948666837e-05
Paraclostridium	3.79876354045522e-05	0
Peptoclostridium	9.49690885113804e-06	4.79175970666764e-05
Aminipila	0.000474845442556902	0
Mogibacterium	4.74845442556902e-05	0.000275526183133389
Thermaerobacter	3.79876354045522e-05	3.59381978000073e-05
Carboxydocella	9.49690885113804e-06	3.59381978000073e-05
Desulfosporosinus	0.000104465997362518	0.000167711589733367
Desulfitobacterium	6.64783619579663e-05	0.000179690989000036
Dehalobacter	5.69814531068283e-05	2.39587985333382e-05
Desulfallas	4.74845442556902e-05	9.58351941333528e-05
Desulfotomaculum	3.79876354045522e-05	5.98969963333455e-05
