Genus	Basepaws_WGS1	Basepaws_WGS2	Bristle1	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Tistrella	91	7349	1	3	52	238	1	1	0	0	0	0	0	5	295	316	0	112	0	9	1	1	3	153	0	1	0	5	2
Pararhodospirillum	88	3866	0	1	1	22	1	0	0	2	1	0	0	0	22	16	0	39	0	0	0	0	0	0	0	0	0	0	1
Ferrovibrio	66	6085	0	0	0	51	0	0	0	0	0	0	0	0	31	47	0	45	0	0	0	0	0	0	0	0	0	0	0
Magnetospira	63	1627	0	0	0	46	0	0	0	0	0	0	0	0	44	66	0	41	0	0	0	0	0	0	0	0	0	0	0
Indioceanicola	38	5357	0	0	0	47	6	0	0	0	0	0	0	0	25	31	0	85	0	0	0	0	0	0	0	1	0	0	2
Haematospirillum	24	1301	0	0	0	3	0	0	0	0	0	0	0	0	5	9	0	13	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium	8221	130134	35	0	10	1273	26	0	0	0	0	0	0	0	1170	1176	0	1854	0	0	0	0	0	0	0	0	0	0	285
Rhodopseudomonas	679	23546	0	0	0	361	3	0	0	0	0	0	0	0	228	168	0	524	0	0	0	0	0	0	0	0	0	4	37
Bosea	484	16912	5	0	5	311	0	0	0	0	0	0	0	0	255	340	0	232	0	0	0	0	0	0	0	0	0	0	8
Nitrobacter	180	6230	0	0	0	194	1	0	0	0	0	0	0	0	268	256	0	45	0	0	0	0	0	0	0	0	0	0	0
Afipia	116	3180	1	0	0	18	0	0	0	0	0	0	0	0	11	22	0	19	0	0	0	0	0	0	0	0	0	0	2
Tardiphaga	87	3367	0	0	0	50	0	0	0	0	0	0	0	0	42	20	0	25	0	0	0	0	0	0	0	0	0	0	2
Variibacter	54	1446	1	0	0	33	0	0	0	0	0	0	0	0	14	26	0	21	0	0	0	0	0	0	0	0	0	0	19
Oligotropha	52	2163	0	0	0	35	0	0	0	0	0	0	0	0	43	49	0	44	0	0	0	0	0	0	0	0	0	0	4
Rhizobium	3024	82625	10	0	2	1549	18	0	0	0	0	0	0	0	1599	1678	0	2535	0	0	0	0	0	0	0	0	0	0	59
Agrobacterium	1093	38091	4	0	5	536	4	0	0	0	5	0	0	0	413	478	0	967	0	0	0	0	0	0	0	0	0	0	14
Neorhizobium	352	9457	3	8	54	157	0	0	0	3	0	0	0	5	96	104	0	223	0	2	2	5	1	38	0	4	0	0	2
Sinorhizobium	870	27398	2	0	0	450	11	0	0	0	0	0	0	0	329	441	0	807	0	0	0	0	0	0	0	0	0	0	20
Ensifer	409	9302	1	8	4	170	0	0	0	0	0	2	0	0	182	217	0	259	0	0	0	0	0	0	0	0	0	0	2
Liberibacter	349	5083	0	0	0	9	0	0	0	0	0	0	0	0	16	16	0	7	0	0	0	0	0	1	0	0	0	0	8
Shinella	107	8400	0	0	0	91	0	0	0	0	0	0	0	0	71	65	0	93	0	0	0	0	0	0	0	0	0	0	10
Georhizobium	72	698	0	0	0	16	0	0	0	0	0	0	0	0	30	32	0	53	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium	2029	74965	15	0	16	957	25	0	0	0	0	0	0	0	968	1039	0	1283	0	0	0	0	0	0	0	0	0	0	59
Aminobacter	213	9656	1	0	0	87	2	0	0	0	0	0	0	0	45	57	0	114	0	0	0	0	0	0	0	0	0	0	23
Nitratireductor	119	4480	0	0	0	72	1	0	0	0	0	0	0	0	38	35	0	269	0	0	0	0	0	0	0	0	0	0	2
Hoeflea	115	3096	1	0	0	36	0	0	0	0	0	0	0	0	29	55	0	79	0	0	0	0	0	0	0	0	0	0	3
Phyllobacterium	105	2663	1	0	0	29	3	0	0	0	0	0	0	0	6	16	0	260	0	0	0	0	0	0	0	0	0	0	2
Chelativorans	70	1068	0	0	0	49	0	0	0	0	0	0	0	0	15	30	0	88	0	0	0	0	0	0	0	0	0	0	0
Lentilitoribacter	42	613	0	0	0	2	0	0	0	0	0	0	0	0	1	10	0	95	0	0	0	0	0	0	0	0	0	0	1
Roseitalea	31	4384	1	0	0	66	2	0	0	0	0	0	0	0	14	26	0	55	0	0	0	0	0	0	0	0	0	0	3
Salaquimonas	18	4037	0	0	0	36	0	0	0	0	0	0	0	0	27	26	0	56	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium	1695	46797	24	0	6	635	10	0	0	0	0	0	0	0	454	501	0	974	0	0	0	0	0	0	0	0	0	0	80
Methylorubrum	452	7175	4	0	0	233	1	0	0	0	0	0	0	0	240	208	0	239	0	0	0	0	0	0	0	0	0	0	10
Microvirga	188	11693	1	0	0	156	1	0	0	0	0	0	0	0	71	112	0	388	0	0	0	0	0	0	0	0	0	0	4
Bartonella	1717	9805	7	0	0	140	6	0	0	0	0	0	0	0	114	102	0	202	0	0	0	0	0	0	0	0	0	0	39
Rhodoplanes	418	7527	1	0	0	72	0	0	0	0	0	0	0	0	83	134	0	61	0	0	0	0	0	0	0	0	0	0	7
Hyphomicrobium	221	5510	0	0	1	286	0	0	0	0	0	0	0	0	328	308	0	179	0	0	0	0	0	0	0	0	0	0	15
Devosia	192	10845	0	0	0	122	0	0	0	0	0	0	0	0	87	125	0	254	0	0	0	0	0	0	0	0	0	0	3
Blastochloris	140	8186	0	0	0	82	2	0	0	0	0	0	0	0	107	130	0	119	0	0	0	0	0	0	0	0	0	0	6
Youhaiella	109	3178	0	0	0	25	0	0	0	0	0	0	0	0	14	14	0	113	0	0	0	0	0	0	0	0	0	0	2
Pelagibacterium	96	1603	0	0	0	11	0	0	0	0	0	0	0	0	5	5	0	29	0	0	0	0	0	0	0	0	0	0	1
Maritalea	89	3156	0	0	0	19	0	0	0	0	0	0	0	0	8	11	0	36	0	0	0	0	0	0	0	0	0	0	1
Filomicrobium	66	1920	0	0	0	8	0	0	0	0	0	0	0	0	4	11	0	23	0	0	0	0	0	0	0	0	0	0	1
Rhodomicrobium	59	2011	0	0	1	45	0	0	0	0	0	0	0	0	33	26	0	24	0	0	0	0	0	0	0	0	0	0	2
Pseudolabrys	301	6954	0	0	12	57	1	0	0	0	0	0	0	0	45	105	0	81	0	0	0	0	0	0	0	0	0	0	1
Ancylobacter	137	9628	2	0	0	120	0	0	0	0	0	0	0	0	53	71	0	255	0	0	0	0	0	0	0	0	0	0	0
Azorhizobium	88	5810	0	0	0	37	1	0	0	0	0	0	0	0	35	54	0	83	0	0	0	0	0	2	0	0	0	0	1
Xanthobacter	82	2152	1	0	0	68	0	0	0	0	0	0	0	0	82	157	0	160	0	0	0	0	0	0	0	0	0	0	4
Labrys	79	8087	0	0	0	39	0	0	0	0	0	0	0	2	33	58	0	73	0	0	0	0	0	0	0	0	0	0	1
Starkeya	44	5736	0	0	0	16	0	0	0	0	0	0	0	0	13	19	0	32	0	0	0	0	0	0	0	0	0	0	0
Methylocystis	370	16585	8	0	0	155	7	0	0	0	0	0	0	0	120	169	0	363	0	0	0	0	0	0	0	0	0	0	8
Methylosinus	182	4777	0	0	0	53	0	0	0	0	0	0	0	0	29	56	0	72	0	0	0	0	0	0	0	0	0	0	2
Terasakiella	70	601	2	2	23	17	2	0	0	0	0	0	0	6	12	4	0	22	0	0	0	0	0	4	0	0	0	0	21
Ochrobactrum	333	10137	3	0	0	94	4	0	0	0	0	0	0	0	54	96	0	272	0	0	0	0	0	0	0	0	0	0	5
Brucella	172	5753	0	0	0	38	4	0	0	0	0	0	0	0	23	46	0	66	0	0	0	0	0	0	0	0	0	0	6
Pseudorhodoplanes	100	2250	0	0	0	25	0	0	0	0	0	0	0	0	15	30	0	60	0	0	0	0	0	0	0	0	0	0	1
Methyloceanibacter	94	5995	3	0	0	25	0	0	0	0	0	0	0	0	23	23	0	57	0	0	0	0	0	0	0	0	0	0	10
Hartmannibacter	85	2956	0	0	0	73	0	0	0	0	0	0	0	0	41	31	0	95	0	0	0	0	0	0	0	0	0	0	1
CandidatusHodgkinia	84	201	1	0	12	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Nordella	77	6262	0	0	0	25	0	0	0	0	0	0	0	0	13	18	0	56	0	0	0	0	0	0	0	0	0	0	1
Methylocella	132	3541	0	0	0	33	0	0	0	0	0	0	0	0	26	51	0	186	0	0	0	0	0	0	0	0	0	0	1
Beijerinckia	48	1277	0	0	0	23	0	0	0	0	0	0	0	0	8	5	0	16	0	0	0	0	0	0	0	0	0	0	0
Methylovirgula	41	4528	0	0	0	34	0	0	0	0	0	0	0	0	11	14	0	20	0	0	0	0	0	0	0	0	0	0	2
Cohaesibacter	99	3218	0	0	1	21	0	0	0	0	0	0	0	0	24	23	0	27	0	0	0	0	0	0	0	0	0	0	2
Breoghania	93	5857	1	0	0	51	0	0	0	0	0	0	0	0	65	35	0	75	0	0	0	0	0	0	0	0	0	0	6
Chelatococcus	170	8771	1	0	0	105	1	0	0	0	0	0	0	0	55	58	0	191	0	0	0	0	0	0	0	0	0	0	2
Martelella	134	10749	5	0	0	87	2	0	0	0	0	0	0	0	105	161	0	225	0	0	0	0	0	0	0	0	0	0	1
Aureimonas	34	3157	0	0	0	36	0	0	0	0	0	0	0	0	31	23	0	53	0	0	0	0	0	0	0	0	0	0	0
CandidatusPhaeomarinobacter	59	1291	0	0	1	5	1	0	0	0	0	0	0	0	5	5	0	13	0	0	0	0	0	0	0	0	0	0	2
Parvibaculum	34	5419	0	0	0	50	0	0	0	0	0	0	0	0	13	33	0	72	0	0	0	0	0	0	0	0	0	0	1
Zymomonas	6975	1566	3	0	0	678	2	0	0	0	0	0	0	0	385	528	0	481	0	0	0	0	0	0	0	0	0	0	3
Sphingomonas	2107	70915	22	0	7	763	15	0	0	0	0	0	0	0	622	783	0	1346	0	0	0	0	0	1	0	0	0	0	67
Sphingobium	1307	52353	6	0	0	668	9	0	0	3	0	0	0	0	451	584	0	1227	0	0	0	0	0	0	0	0	0	0	21
Novosphingobium	826	17587	3	0	0	446	11	0	0	0	1	0	0	0	475	554	0	480	0	0	0	0	0	0	0	0	0	0	10
Sphingopyxis	776	32029	10	9	117	424	12	3	0	0	0	0	0	18	431	462	0	583	0	1	2	2	1	17	12	0	3	3	58
Sphingorhabdus	288	5583	0	0	0	51	1	0	0	0	0	0	0	0	69	51	0	117	0	0	0	0	0	0	0	0	0	0	3
Sphingosinicella	141	6907	1	0	0	48	0	0	0	0	0	0	0	0	34	41	0	38	0	0	0	0	0	0	0	0	0	0	8
Blastomonas	81	3272	0	0	0	23	1	0	0	0	0	0	0	0	18	14	0	53	0	0	0	0	0	0	0	0	0	0	0
Rhizorhabdus	52	2455	1	0	0	13	0	0	0	0	0	0	0	0	11	19	0	45	0	0	0	0	0	0	0	0	0	0	5
Sphingosinithalassobacter	43	2767	1	0	0	32	0	0	0	0	0	0	0	0	46	36	0	20	0	0	0	0	0	0	0	0	0	0	0
Tardibacter	42	5413	1	1	10	22	0	0	0	0	0	0	0	2	4	6	0	38	0	0	0	1	0	0	0	0	0	0	0
Citromicrobium	32	2562	0	0	0	54	0	0	0	0	0	0	0	0	27	24	0	198	0	0	0	0	0	0	0	0	0	0	0
Altererythrobacter	593	16287	3	1	19	606	0	0	1	0	0	0	0	1	447	616	0	524	0	2	0	1	3	0	0	0	0	0	10
Porphyrobacter	588	5494	2	0	0	109	0	0	0	0	0	0	0	0	97	78	0	273	0	0	0	0	0	0	0	0	0	0	21
Erythrobacter	532	18411	3	0	3	322	12	0	0	1	0	0	0	0	416	466	0	283	0	0	0	2	0	1	0	0	0	0	13
Croceicoccus	181	4293	0	0	0	27	0	0	0	0	0	0	0	0	31	22	0	53	0	0	0	0	0	0	0	0	0	0	4
Qipengyuania	14	5210	0	0	0	13	0	0	0	0	0	0	0	0	21	12	0	10	0	0	0	0	0	0	0	0	0	0	0
Paracoccus	1275	66067	4	0	0	483	17	0	0	0	0	0	0	0	381	441	0	976	0	0	0	0	0	0	0	0	0	0	56
Sulfitobacter	762	27619	0	0	0	496	7	0	0	0	0	0	0	0	843	682	0	517	0	0	0	0	0	0	0	0	0	0	6
Labrenzia	756	11271	6	0	0	230	2	0	0	0	0	0	0	0	227	321	0	189	0	0	0	0	0	0	0	0	0	0	8
Phaeobacter	635	12145	3	0	0	163	1	0	0	0	0	0	0	0	121	107	0	246	0	0	0	0	0	0	0	0	0	0	17
Rhodobacter	608	27557	5	0	0	236	7	0	0	0	0	0	0	0	155	207	0	418	0	0	0	0	0	0	0	0	0	0	18
Roseovarius	446	14540	0	0	0	100	1	0	0	0	0	0	0	0	115	154	0	205	0	0	0	0	0	0	0	0	0	0	41
Celeribacter	383	13829	4	0	0	171	0	0	0	0	0	0	0	0	118	146	0	369	0	0	0	0	0	0	0	0	0	0	14
Rhodovulum	223	11564	2	0	1	157	0	0	0	0	0	0	0	0	152	118	0	149	0	0	0	1	0	0	0	0	0	0	4
Ruegeria	209	6570	0	0	0	63	0	0	0	0	0	0	0	0	65	262	0	93	0	0	0	0	0	0	0	0	0	0	6
Leisingera	209	17140	4	0	0	118	3	0	0	0	0	0	0	0	58	85	0	247	0	0	0	0	0	0	0	0	0	0	5
Dinoroseobacter	197	2457	0	0	0	63	0	0	0	0	0	0	0	0	32	61	0	64	0	0	0	0	0	0	0	0	0	0	0
Silicimonas	186	3272	1	0	0	20	1	0	0	0	0	0	0	0	6	2	0	95	0	0	0	0	0	0	0	0	0	0	1
Pannonibacter	184	6546	0	0	0	133	1	0	0	0	0	0	0	0	102	115	0	198	0	0	0	0	0	0	0	0	0	0	13
Yangia	156	7318	0	0	0	78	0	0	0	0	0	0	0	0	63	70	0	62	0	0	0	0	0	0	0	0	0	0	1
Octadecabacter	151	4068	1	0	0	39	3	0	0	0	0	0	0	0	27	32	0	65	0	0	0	0	0	0	0	0	0	0	3
Paraoceanicella	148	6400	0	0	0	57	7	0	0	0	0	0	0	0	59	78	0	76	0	0	0	0	0	0	0	0	0	0	63
Stappia	146	7994	0	0	0	297	2	0	0	0	0	0	0	0	338	406	0	191	0	0	0	0	0	0	0	0	0	0	15
Confluentimicrobium	136	8270	0	0	0	42	0	0	0	0	0	0	0	0	16	25	0	35	0	0	0	0	0	0	0	0	0	0	3
Pseudorhodobacter	126	1286	0	0	0	10	0	0	0	0	0	0	0	0	5	10	0	17	0	0	0	0	0	0	0	0	0	0	1
Sagittula	120	2978	0	0	0	88	0	0	0	0	0	0	0	0	33	42	0	111	0	0	0	0	0	0	0	0	0	0	2
Haematobacter	110	3386	0	0	0	24	0	0	0	0	0	0	0	0	10	21	0	51	0	0	0	0	0	0	0	0	0	0	1
Epibacterium	109	3100	0	0	0	31	0	0	0	0	0	0	0	0	20	30	0	45	0	0	0	0	0	0	0	0	0	0	1
Pelagibaca	103	2101	2	0	0	40	0	0	0	0	0	0	0	0	37	65	0	89	0	0	0	0	0	0	0	0	0	0	1
Ketogulonicigenium	103	7212	0	0	0	71	0	0	0	0	0	0	0	0	35	54	0	60	0	0	0	0	0	0	0	0	0	0	2
Pseudovibrio	95	1644	0	0	0	3	0	0	0	0	0	0	0	0	11	13	0	10	0	0	0	0	0	0	0	0	0	0	1
Roseobacter	91	2774	1	0	0	31	0	0	0	0	0	0	0	0	10	22	0	22	0	0	0	0	0	0	0	0	0	0	4
Sedimentitalea	86	1735	0	0	0	7	1	0	0	0	0	0	0	0	9	15	0	17	0	0	0	0	0	0	0	0	0	0	1
Roseivivax	85	7587	0	0	0	30	0	0	0	0	0	0	0	0	47	31	0	79	0	0	0	0	0	0	0	0	0	0	4
Tateyamaria	78	976	0	0	0	16	3	0	0	0	0	0	0	0	11	14	0	27	0	0	0	0	0	0	0	0	0	0	2
Boseongicola	78	1889	0	0	0	26	0	0	0	0	0	0	0	0	7	14	0	37	0	0	0	0	0	0	0	0	0	0	0
Halovulum	74	990	3	0	0	16	0	0	0	0	0	0	0	0	15	28	0	39	0	0	0	0	0	0	0	0	0	0	2
Roseibacterium	72	1255	0	0	0	8	0	0	0	0	0	0	0	0	8	3	0	5	0	0	0	0	0	0	0	0	0	0	0
Defluviimonas	72	3693	1	0	0	58	0	0	0	0	0	0	0	0	40	52	0	59	0	0	0	0	0	0	0	0	0	0	5
Antarctobacter	59	4893	0	0	0	9	1	0	0	0	0	0	0	0	6	9	0	19	0	0	0	0	0	0	0	0	0	0	7
Gemmobacter	55	12479	0	0	0	56	0	0	0	0	0	0	0	0	11	19	0	61	0	0	0	0	0	0	0	0	0	0	3
Marinovum	54	3532	0	0	0	26	1	0	0	0	0	0	0	0	26	47	0	26	0	0	0	0	0	0	0	0	0	0	2
Fluviibacterium	53	3554	0	0	0	161	0	0	0	0	0	0	0	0	181	192	0	105	0	0	0	0	0	0	0	0	0	0	0
Marivivens	50	730	0	0	0	10	0	0	0	0	0	0	0	0	4	8	0	1	0	0	0	0	0	0	0	0	0	0	0
Rhodobaca	50	279	0	0	0	13	0	0	0	0	0	0	0	0	15	27	0	14	0	0	0	0	0	0	0	0	0	0	22
Oceanicola	46	5374	2	0	0	124	0	0	0	0	0	0	0	0	76	100	0	159	0	0	0	0	0	0	0	0	0	0	3
Brevirhabdus	44	5372	0	0	0	72	0	0	0	0	0	0	0	0	56	49	0	77	0	0	0	1	0	0	0	0	0	0	0
Tabrizicola	42	1146	0	0	0	35	0	0	0	0	0	0	0	0	17	25	0	202	0	0	0	0	0	0	0	0	0	0	3
Jannaschia	42	1838	0	0	0	32	0	0	0	0	0	0	0	0	24	28	0	102	0	0	0	0	0	0	0	0	0	0	3
Thalassococcus	37	1043	1	0	0	31	0	0	0	0	0	0	0	0	28	42	0	79	0	0	0	0	0	0	0	0	0	0	1
Pseudohalocynthiibacter	35	1758	0	0	0	15	0	0	0	0	0	0	0	0	8	5	0	5	0	0	0	0	0	0	0	0	0	0	0
Halocynthiibacter	32	342	0	0	0	6	0	0	0	0	0	0	0	0	16	8	0	21	0	0	0	0	0	0	0	0	0	0	1
Litoreibacter	29	1398	0	0	0	21	0	0	0	0	0	0	0	0	8	18	0	15	0	0	0	0	0	0	0	0	0	0	9
Maribius	24	430	0	0	0	33	1	0	0	0	0	0	0	0	22	15	0	89	0	0	0	0	0	0	0	0	0	0	2
Salipiger	23	5982	0	0	0	54	0	0	0	0	0	0	0	0	22	46	0	46	0	0	0	0	0	0	0	0	0	0	4
Yoonia	13	4201	0	0	0	27	2	0	0	0	0	0	0	0	17	32	0	77	0	0	0	0	0	0	0	0	0	0	0
Thioclava	13	1031	2	0	4	12	0	0	0	0	0	0	0	0	34	15	0	114	0	0	0	0	0	0	0	0	0	0	0
Hyphomonas	146	10354	0	0	0	116	0	0	0	0	0	0	0	0	46	79	0	196	0	0	0	0	0	0	0	0	0	0	0
Maricaulis	104	3524	0	2	4	23	0	0	0	0	0	0	0	0	30	28	0	14	0	0	0	0	0	0	0	0	0	0	1
Hirschia	84	212	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Glycocaulis	22	3916	0	0	0	24	0	0	0	0	0	0	0	0	15	20	0	27	0	0	0	0	0	0	0	0	0	0	2
Caulobacter	2408	29574	0	0	0	315	4	0	0	0	0	1	0	0	228	278	0	572	0	0	0	0	1	0	0	0	0	0	17
Brevundimonas	1035	34545	1	0	1	578	3	0	0	0	0	0	0	1	545	627	0	665	0	0	0	0	0	0	0	0	0	0	22
Phenylobacterium	367	5501	0	1	33	105	2	0	0	0	0	0	0	1	85	101	0	145	0	0	0	0	0	0	0	0	0	0	2
Asticcacaulis	122	3863	1	0	1	86	0	0	0	0	0	0	0	0	66	63	0	147	0	0	0	0	0	0	0	0	0	0	2
Rickettsia	1431	6982	6	8	23	90	1	0	0	0	1	0	1	29	50	70	0	524	0	0	0	1	0	90	1	4	5	73	50
Orientia	380	931	1	29	114	14	1	0	0	3	2	1	1	11	6	5	0	19	0	1	0	0	1	0	0	0	0	0	11
CandidatusSneabacter	19	109	0	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusPhycorickettsia	58	102	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	9
Ehrlichia	713	3547	0	0	12	7	0	0	0	0	0	0	0	3	13	3	0	29	0	0	0	0	0	2	0	0	0	5	14
Wolbachia	633	2296	0	4	16	22	2	0	0	0	0	0	0	0	15	14	0	39	0	0	0	0	0	0	0	3	0	0	19
Anaplasma	130	389	2	0	1	22	0	0	0	0	0	0	1	0	27	16	0	16	0	0	0	0	0	0	0	1	0	0	17
Neorickettsia	63	1009	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	9	0	0	0	0	0	0	0	0	0	0	2
CandidatusMidichloria	52	369	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	1	0	1	0	0	2
CandidatusFokinia	46	123	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	1	0
CandidatusDeianiraea	74	361	0	1	3	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0
CandidatusPelagibacter	655	2932	2	1	12	180	0	1	0	0	0	0	0	0	279	182	0	72	0	1	1	0	0	3	0	0	0	0	24
CandidatusCytomitobacter	128	593	1	0	0	5	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CandidatusNesciobacter	66	240	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusParacaedibacter	138	479	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	60
CandidatusNucleicultrix	109	354	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	1	1	0	0	1
Phreatobacter	320	16701	2	0	0	203	3	0	0	0	0	0	0	0	91	106	0	245	0	0	0	0	0	0	0	0	0	0	6
Polymorphum	86	6164	0	0	0	74	0	0	0	0	0	0	0	0	39	48	0	122	0	0	0	0	0	0	0	0	0	0	2
CandidatusPuniceispirillum	81	1474	0	0	1	2	0	0	0	0	0	0	0	0	2	15	0	5	0	0	0	0	0	0	0	0	0	0	1
Micavibrio	41	2571	2	0	1	39	1	0	0	0	0	0	0	1	14	23	0	36	0	0	0	0	0	0	0	0	0	0	1
Emcibacter	144	2028	1	1	4	213	3	0	0	0	0	1	0	4	265	346	0	164	0	0	0	0	0	0	0	0	0	0	1
Magnetococcus	99	1551	0	0	0	23	1	0	0	0	0	0	0	0	19	20	0	45	0	0	0	0	0	0	0	0	0	0	0
Parvularcula	47	1537	0	0	2	8	1	0	0	0	0	0	0	1	1	2	0	7	0	0	0	0	0	1	0	0	0	0	2
Burkholderia	7238746	333439	35	16	124	226873	540	0	0	6	96	0	0	0	129620	323713	0	149168	0	0	0	0	0	1144	0	0	0	7	750
Cupriavidus	121211	262714	6	0	1	3550	11	0	0	1094	1703	1238	381	0	2365	3106	0	3111	0	0	0	0	0	0	0	0	0	1	109
Ralstonia	12162	196402	7	0	5	975	12	0	0	11	9	0	0	0	563	800	0	803	0	0	0	0	371	0	0	0	0	0	23
Paraburkholderia	2802	134658	7	0	1	733	13	0	0	0	0	0	0	0	626	778	0	1035	0	0	0	0	0	0	0	0	0	0	106
Pandoraea	810	94200	10	0	0	396	8	0	0	0	0	0	0	0	280	376	0	649	0	0	0	0	0	0	0	0	0	0	161
Polynucleobacter	630	21634	9	0	63	90	2	0	0	0	0	0	0	0	66	85	0	238	0	0	0	0	0	0	0	0	0	0	7
