Genus	Basepaws_WGS1	Basepaws_WGS2	Bristle1	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Pelagibacterium	7	228	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Filomicrobium	4	333	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Maritalea	4	628	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhodomicrobium	3	183	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolabrys	52	1996	0	0	13	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0
Xanthobacter	38	628	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancylobacter	27	560	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0
Azorhizobium	11	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Starkeya	7	885	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Labrys	7	793	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0
Bartonella	113	849	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	20	0	0	0	0	0	0	0	0	0	7
Methylocystis	28	2957	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylosinus	15	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Terasakiella	4	284	0	2	22	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2
Pseudorhodoplanes	23	275	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Nordella	6	2687	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Hartmannibacter	4	556	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusHodgkinia	4	68	0	0	12	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0
Methyloceanibacter	2	2479	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	1
Ochrobactrum	31	2410	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	6	0	0	0	0	0	0	0	0	0	1
Brucella	8	1235	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1
Methylocella	11	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylovirgula	1	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Beijerinckia	1	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelatococcus	27	3015	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	7	0	0	0	0	0	0	0	0	0	1
Breoghania	8	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohaesibacter	6	257	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Martelella	10	1954	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	3	0	0	0	0	0	0	0	0	0	1
Aureimonas	3	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvibaculum	2	216	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0
CandidatusPhaeomarinobacter	2	405	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Zymomonas	1364	172	0	0	0	0	1	0	0	0	0	0	0	0	0	348	0	0	1	0	0	0	0	0	0	0	0	0	2
Sphingomonas	258	20015	10	0	7	0	3	0	0	0	0	0	0	0	0	163	0	0	42	0	0	0	0	1	0	0	0	0	7
Sphingobium	128	10499	0	0	0	0	3	0	0	3	0	0	0	0	0	59	0	0	26	0	0	0	0	0	0	0	0	0	6
Novosphingobium	82	3211	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	6	0	0	0	0	0	0	0	0	0	0
Sphingopyxis	80	8776	1	9	116	0	2	3	0	0	0	0	0	18	0	49	0	0	11	1	2	2	1	16	10	0	3	2	8
Rhizorhabdus	17	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
Sphingorhabdus	17	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Tardibacter	13	1268	0	1	10	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Sphingosinicella	10	1349	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Sphingosinithalassobacter	5	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastomonas	4	910	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Citromicrobium	2	121	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyrobacter	71	972	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	6
Altererythrobacter	42	4279	1	1	18	0	0	0	1	0	0	0	0	1	0	73	0	0	16	2	0	1	3	0	0	0	0	0	4
Erythrobacter	35	6725	0	0	3	0	1	0	0	1	0	0	0	0	0	45	0	0	4	0	0	2	0	1	0	0	0	0	0
Croceicoccus	15	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Caulobacter	1034	5870	0	0	0	0	1	0	0	0	0	1	0	0	0	54	0	0	9	0	0	0	1	0	0	0	0	0	4
Brevundimonas	294	10253	0	0	1	0	2	0	0	0	0	0	0	1	0	101	0	0	15	0	0	0	0	0	0	0	0	0	3
Phenylobacterium	137	652	0	1	32	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0
Asticcacaulis	27	1100	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus	163	19639	1	0	0	0	2	0	0	0	0	0	0	0	0	104	0	0	23	0	0	0	0	0	0	0	0	0	4
Phaeobacter	102	2983	2	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	8	0	0	0	0	0	0	0	0	0	0
Rhodobacter	49	6143	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	0	0	4
Sulfitobacter	47	2705	0	0	0	0	2	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	1
Labrenzia	31	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	6	0	0	0	0	0	0	0	0	0	1
Ruegeria	27	2003	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0
Celeribacter	24	3664	2	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	3	0	0	0	0	0	0	0	0	0	0
Roseovarius	23	4490	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	7	0	0	0	0	0	0	0	0	0	2
Yangia	17	901	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pannonibacter	15	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Ketogulonicigenium	14	1393	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinoroseobacter	13	658	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Leisingera	12	4250	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0
Silicimonas	12	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stappia	11	917	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	3	0	0	0	0	0	0	0	0	0	1
Roseivivax	9	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2
Haematobacter	9	2818	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0
Pseudorhodobacter	9	220	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Confluentimicrobium	8	3466	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraoceanicella	8	4277	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2
Oceanicola	8	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	0	2
Rhodovulum	6	1922	0	0	1	0	0	0	0	0	0	0	0	0	0	39	0	0	2	0	0	1	0	0	0	0	0	0	0
Octadecabacter	6	467	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1
Defluviimonas	5	468	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudohalocynthiibacter	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseibacterium	5	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antarctobacter	5	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Thalassococcus	5	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sagittula	4	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Marivivens	4	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelagibaca	4	441	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0
Salipiger	3	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Brevirhabdus	3	490	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0
Marinovum	3	1173	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1
Epibacterium	3	687	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Fluviibacterium	3	389	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0
Roseobacter	3	810	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0
Gemmobacter	2	184	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tateyamaria	2	116	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Boseongicola	2	1275	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioclava	1	51	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Tabrizicola	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
Halovulum	1	394	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Sedimentitalea	1	170	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0
Jannaschia	1	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	1
Rhodobaca	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
Halocynthiibacter	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pseudovibrio	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Hyphomonas	14	3861	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0
Glycocaulis	4	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Maricaulis	4	473	0	2	4	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
Hirschia	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia	91	1008	1	8	19	0	0	0	0	0	1	0	1	28	0	17	0	0	17	0	0	1	0	80	1	2	5	71	6
Orientia	20	124	0	24	100	0	0	0	0	3	2	1	1	11	0	1	0	0	4	1	0	0	1	0	0	0	0	0	3
CandidatusSneabacter	3	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusPhycorickettsia	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Wolbachia	55	234	0	4	15	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	2	0	0	0
Ehrlichia	46	1093	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0
Anaplasma	6	43	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	8
Neorickettsia	3	347	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
CandidatusMidichloria	8	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
CandidatusFokinia	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
CandidatusDeianiraea	3	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phreatobacter	51	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	0
Polymorphum	12	317	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0
CandidatusPuniceispirillum	5	425	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Micavibrio	1	747	0	0	1	0	1	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0
CandidatusPelagibacter	44	352	0	1	11	0	0	1	0	0	0	0	0	0	0	5	0	0	14	1	1	0	0	3	0	0	0	0	3
CandidatusCytomitobacter	9	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CandidatusNesciobacter	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
CandidatusParacaedibacter	6	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNucleicultrix	5	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	1	0	0	0
Emcibacter	8	361	0	1	4	0	1	0	0	0	0	0	0	4	0	92	0	0	1	0	0	0	0	0	0	0	0	0	0
Magnetococcus	5	522	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvularcula	3	729	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Burkholderia	4968936	114102	3	15	117	0	46	0	0	7	94	0	0	0	0	18647	0	0	303	0	0	0	0	1205	0	0	0	7	187
Cupriavidus	90532	99023	1	0	1	0	2	0	0	1096	1705	1239	382	0	0	835	0	0	40	0	0	0	0	0	0	0	0	1	14
Ralstonia	9065	84887	0	0	5	0	4	0	0	11	9	0	0	0	0	250	0	0	46	0	0	0	364	0	0	0	0	0	4
Paraburkholderia	403	43829	1	0	1	0	0	0	0	0	0	0	0	0	0	122	0	0	11	0	0	0	0	0	0	0	0	0	11
Pandoraea	102	25215	1	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	23	0	0	0	0	0	0	0	0	0	22
Polynucleobacter	93	4472	1	0	63	0	1	0	0	0	0	0	0	0	0	27	0	0	10	0	0	0	0	0	0	0	0	0	0
Caballeronia	21	534	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lautropia	15	55023	76	0	1	0	36	0	0	0	0	0	0	0	0	21	0	0	8688	239	0	0	0	31	0	0	223	588	21
Mycoavidus	11	1531	0	5	14	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycetohabitans	8	554	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Ephemeroptericola	8	2359	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0
